name,longitude,latitude,address,CITY,STATE,ZIP5,zip4,County
Target Store 928,-87.780907,42.012028,6150 W Touhy Ave,Niles,IL,60714,4621,COOK 
Target Store 1888,-87.807373,41.953869,4050 N Harlem Ave,Norridge,IL,60706,1202,COOK 
Target Store 753,-88.027176,42.139137,679 E Dundee Rd,Palatine,IL,60074,2817,COOK 
Target Store 1213,-88.001724,41.64286,13460 S Archer Ave,Lemont,IL,60439,4755,COOK 
Fred's # 1143,-89.535194,38.610924,6 N 4th St,Breese,IL,62230,1436,CLINTON 
SCHENK'S MARKET,-89.93898,38.089771,406 Liberty St,Evansville,IL,62242,,RANDOLPH 
HY-VEE FOODS 1416,-90.476295,41.489902,4218 Avenue of the Cities,Moline,IL,61265,4544,ROCK ISLAND 
CHRISTOPHER BOWLIN'S FOOD-LAND,-89.050499,37.979412,RT 14 WEST,CHRISTOPHER,IL,62822,,FRANKLIN 
Aldi 47,-87.663055,41.808659,1508 W 47th St,Chicago,IL,60609,3236,COOK 
BISMILLAH MARKET,-88.086296,41.707718,475 W Boughton Rd,Bolingbrook,IL,60440,1821,WILL 
Target Store 957,-87.977219,41.905716,50 E North Ave,Villa Park,IL,60181,1244,DU PAGE 
Target Store 893,-87.992302,41.965664,401 W Irving Park Rd,Wood Dale,IL,60191,1338,DU PAGE 
Target Store 1168,-87.827141,42.191578,2099 Skokie Valley Rd,Highland Park,IL,60035,1728,LAKE 
Target Store 1036,-88.103958,42.188114,555 S Rand Rd,Lake Zurich,IL,60047,2356,LAKE 
Target Store 1166,-88.304344,42.226246,5580 Northwest Hwy,Crystal Lake,IL,60014,8016,MCHENRY 
MCCORD'S MARKET,-88.931702,37.893303,501 S Logan St,W Frankfort,IL,62896,2632,FRANKLIN 
HUCK'S  175,-88.360603,39.481495,601 Charleston Ave,Mattoon,IL,61938,4304,COLES 
ALDI 25,-89.147789,38.532623,300 Aaron Pkwy,Centralia,IL,62801,5341,MARION 
HUCK'S  104,-88.931686,37.899803,208 N Logan St,West Frankfort,IL,62896,2315,FRANKLIN 
Walgreens 03763,-89.420609,40.703194,1011 Peoria St,Washington,IL,61571,2487,TAZEWELL 
Walgreens 09313,-88.960503,40.51775,1502 Fort Jesse Rd,Normal,IL,61761,1980,MCLEAN 
Walgreens 09600,-87.850876,41.908169,1445 W North Ave,Melrose Park,IL,60160,1413,COOK 
AVA FOOD & FAMILY CENTER,-89.494919,37.888279,112 W MAIN,AVA,IL,62907,,JACKSON 
Walgreens 04219,-89.208565,37.726971,206 S Wall St,Carbondale,IL,62901,3023,JACKSON 
Walgreens 00226,-87.724777,41.844219,4005 W 26th St,Chicago,IL,60623,3709,COOK 
Walgreens 09001,-87.630875,41.885357,191 N Clark St,Chicago,IL,60601,6232,COOK 
Walgreens 09267,-90.573212,41.442814,440 10th Ave W,Milan,IL,61264,2345,ROCK ISLAND 
COUNTRY GENERAL INC,-89.781021,40.426655,206 N Adams St,Manito,IL,61546,9303,MASON 
ALDI  08,-88.951927,40.514099,301 Greenbriar Dr,Normal,IL,61761,6253,MCLEAN 
KROGER  714,-89.184937,37.731625,501 N Giant City Rd,Carbondale,IL,62902,6417,JACKSON 
Target Store 871,-89.634163,40.74921,5001 N Big Hollow Rd,Peoria,IL,61615,3538,PEORIA 
Aldi 60,-89.585243,40.673119,251 Clock Tower Dr,East Peoria,IL,61611,2449,TAZEWELL 
Target Store 1403,-88.203537,41.649792,12800 S State Route 59,Plainfield,IL,60585,5415,WILL 
Target Store 810,-88.986794,42.268211,6560 E State St,Rockford,IL,61108,2545,WINNEBAGO 
Schwans Home Service 118040,-89.823624,38.594234,800 W MC Allister St,Lebanon,IL,62254,2650,ST CLAIR 
BERKOT'S SUPER FOODS 302,-88.285355,41.286854,100 S Broadway St,Coal City,IL,60416,1795,GRUNDY 
BERKOT SUPER FOODS 313,-88.210022,41.264832,180 N Front St,Braidwood,IL,60408,1731,WILL 
HUCK'S  114,-89.053253,37.979427,104 Egyptian Ave,Christopher,IL,62822,1642,FRANKLIN 
KENT'S RIVERTON IGA,-89.539764,39.862171,1277 N 7th St,Riverton,IL,62561,9355,SANGAMON 
A & N FOOD INC,-87.711761,41.91201,1700 N Kimball Ave,Chicago,IL,60647,4806,COOK 
Family Foods Inc,-87.710014,41.849762,2301 S Homan Ave,Chicago,IL,60623,3219,COOK 
Fred's 2348,-88.53891,38.089523,213 W Randolph St,MC Leansboro,IL,62859,1277,HAMILTON 
Fred's 1515,-88.44075,37.807079,1021 US Highway 45 N,Eldorado,IL,62930,3767,SALINE 
DOLLAR GENERAL 10034,-89.785019,40.421986,500 S Adams St,Manito,IL,61546,9491,MASON 
MADINAH MARKET,-88.015083,41.860092,113 E Roosevelt Rd,Lombard,IL,60148,4506,DU PAGE 
VAL'S FRESH MARKET,-88.177643,42.39698,17 Towne Centre Ln,Fox Lake,IL,60020,1872,LAKE 
MAHOMET IGA,-88.398697,40.196236,202 Eastwood Dr,Mahomet,IL,61853,7035,CHAMPAIGN 
MANNY'S FOOD & LIQUOR,-87.882957,41.874702,947 Mannheim Rd,Bellwood,IL,60104,2020,COOK 
MIDLOTHIAN CITGO,-87.71788,41.62891,14506 Pulaski Rd,Midlothian,IL,60445,2825,COOK 
Circle K 129,-89.022743,40.484104,1903 W Market St,Bloomington,IL,61701,2603,MCLEAN 
FAREWAY STORES INC 59,-90.147018,41.43948,540 Pritchard Dr,Geneseo,IL,61254,1266,HENRY 
Circle K 1252,-88.835724,41.139317,1727 N Bloomington St,Streator,IL,61364,1315,LA SALLE 
SUPERMERCADO EL TAPATIO 2,-87.532295,41.621059,521 Lincoln Ave,Calumet City,IL,60409,3519,COOK 
Trader Joe's 699,-88.335762,42.149143,1800 S Randall Rd,Algonquin,IL,60102,5925,MCHENRY 
Walgreens 09515,-90.431671,41.490425,1301 Avenue of the Cities,East Moline,IL,61244,4114,ROCK ISLAND 
Walgreens 09852,-88.204285,40.116348,302 E University Ave,Urbana,IL,61802,2500,CHAMPAIGN 
Walgreens 06980,-87.705193,41.990402,3019 W Peterson Ave,Chicago,IL,60659,3726,COOK 
Walgreens 09580,-89.704689,39.684483,1050 N Main St,Chatham,IL,62629,1078,SANGAMON 
Walgreens 09851,-88.296181,40.08353,2402 Village Green Pl,Champaign,IL,61822,7681,CHAMPAIGN 
CVS 5987,-87.67923,41.96899,4800 N Damen Ave,Chicago,IL,60625,1413,COOK 
THREE STARS FOOD MARKET INC,-87.706314,41.885677,252 N Kedzie Ave,Chicago,IL,60612,1869,COOK 
Mach 1 #5 5,-88.613853,39.160355,16719 N 1000th St,Effingham,IL,62401,5343,EFFINGHAM 
Walmart SUPERCENTER 5403,-88.162704,40.113323,100 S High Cross Rd,Urbana,IL,61802,7804,CHAMPAIGN 
Walmart 5485,-87.684753,41.720947,2500 W 95th St,Evergreen Park,IL,60805,2807,COOK 
County Market 287,-91.137825,40.41497,408 Walnut St,Carthage,IL,62321,1356,HANCOCK 
CICERO CITGO/DUNKIN DONUTS,-87.768532,41.865513,5737 W Roosevelt Rd,Cicero,IL,60804,1159,COOK 
Dollar General 10205,-87.785461,41.338963,362 N Harlem Ave,Peotone,IL,60468,9816,WILL 
Mach 1 #6 6,-87.68721,38.729458,1502 State St,Lawrenceville,IL,62439,1908,LAWRENCE 
Aldi 50,-89.955193,38.774345,16 Cottonwood Dr,Glen Carbon,IL,62034,2720,MADISON 
FOODSMART,-87.699623,41.917435,2901 W Armitage Ave,Chicago,IL,60647,3918,COOK 
SUPERMERCADO LA LOMA,-88.052917,41.532803,410 Walnut St,Joliet,IL,60432,2624,WILL 
Food 4 Less Midwest 565,-87.755119,41.602978,5556 159th St,Oak Forest,IL,60452,3224,COOK 
LOS POTRILLOS,-87.718414,41.93924,3624 W Belmont Ave,Chicago,IL,60618,5304,COOK 
BLOOMINGTON MEATS,-88.981339,40.451218,2401 Bunn St,Bloomington,IL,61704,7405,MCLEAN 
Aldi 91,-88.164864,40.113358,3102 E University Ave,Urbana,IL,61802,2206,CHAMPAIGN 
MASALAS N MORE,-88.206299,41.730877,1355 S State Route 59,Naperville,IL,60564,9539,WILL 
Target Store 2028,-87.921951,41.509556,2370 E Lincoln Hwy,New Lenox,IL,60451,9533,WILL 
LA BAGUETTE NORTH,-87.727669,41.941486,3311 N Milwaukee Ave,Chicago,IL,60641,4003,COOK 
HOMETOWN PANTRY,-89.480042,41.837978,110 E 7th St,Dixon,IL,61021,3729,LEE 
SPEEDWAY 5370,-88.205742,41.781738,631 N Route 59,Naperville,IL,60563,2052,DU PAGE 
HATEEB INC,-87.768562,41.923923,5701 W Fullerton Ave,Chicago,IL,60639,2306,COOK 
DOLLAR GENERAL 10378,-87.558937,41.586388,2 River Pl,Lansing,IL,60438,6038,COOK 
DOLLAR GENERAL 10419,-87.737404,41.629593,14441 Cicero Ave,Midlothian,IL,60445,2535,COOK 
QUICK STOP,-90.582626,41.490681,2030 11th St,Rock Island,IL,61201,4230,ROCK ISLAND 
Walgreens 09000,-87.688835,41.917736,2001 N Milwaukee Ave,Chicago,IL,60647,4001,COOK 
Walgreens 09611,-88.25679,40.131622,841 Bloomington Rd,Champaign,IL,61820,2101,CHAMPAIGN 
Walgreens 04069,-88.194427,41.885517,125 N Neltnor Blvd,West Chicago,IL,60185,2315,DU PAGE 
Walgreens 05056,-87.923119,42.372738,4830 Grand Ave,Gurnee,IL,60031,2618,LAKE 
Walgreens 09892,-89.29747,39.551411,315 N Webster St,Taylorville,IL,62568,1555,CHRISTIAN 
LUCIANOS GROCERY - 18TH ST,-87.669411,41.857777,1714 W 18th St,Chicago,IL,60608,1914,COOK 
HOMETOWN PANTRY,-89.656395,39.787048,201 South Grand Ave W,Springfield,IL,62704,3838,SANGAMON 
BEAHAN CITGO,-87.837822,41.747288,8755 W 79th St,Justice,IL,60458,1470,COOK 
MARATHON,-87.701256,41.484272,385 Sauk Trl,Park Forest,IL,60466,1548,COOK 
QUICK MART,-90.076904,38.731518,4086 Pontoon Rd,Pontoon Beach,IL,62040,4342,MADISON 
FOOD PARK,-88.557312,38.090691,HC 14 WEST,MCLEANSBORO,IL,62859,,HAMILTON 
Target Store 2078,-87.673996,41.834122,1940 W 33rd St,Chicago,IL,60608,6107,COOK 
Target Store 2122,-88.18988,42.073551,2800 N Sutton Rd,Hoffman Estates,IL,60192,3717,COOK 
DUKE BAKERY,-90.122681,38.720211,3202 Nameoki Rd,Granite City,IL,62040,5014,MADISON 
Jamal's Grocery,-89.639542,39.779312,1200 E Ash St,Springfield,IL,62703,3608,SANGAMON 
Jewel Osco 3374,-88.442429,41.774929,465 N ROUTE 47,SUGAR GROVE,IL,60554,,KANE 
Aldi 06,-87.635979,41.547146,18901 S Halsted St,Glenwood,IL,60425,1519,COOK 
Aldi 17,-88.045876,42.000755,905 Meacham Rd,Elk Grove Village,IL,60007,3672,COOK 
KAPATID ORIENTIAL STORE,-87.717171,41.968414,3538 W Lawrence Ave,Chicago,IL,60625,5628,COOK 
PRICE RITE FOOD AND LIQUOR,-88.940689,39.854752,1260 N Jasper St,Decatur,IL,62521,1357,MACON 
GENEAN BAKERY & GROCERY,-87.768517,41.734116,5910 W 87th St,Burbank,IL,60459,2523,COOK 
Lanman Oil Company 1,-88.18438,39.484314,200 W Lincoln Ave,Charleston,IL,61920,3041,COLES 
LE PARIS BAKERY,-87.723473,41.836872,3939 W 31st St,Chicago,IL,60623,4936,COOK 
SHALIMAR GROCERY,-87.873848,42.353432,332 S Green Bay Rd,Waukegan,IL,60085,4850,LAKE 
CVS 6785,-87.712021,41.961105,3343 W Montrose Ave,Chicago,IL,60618,1205,COOK 
DON PAN BAKERY OF CHICAGO,-87.703751,41.799129,5154 S Kedzie Ave,Chicago,IL,60632,3127,COOK 
CVS 2791,-87.992569,41.860535,1005 E Roosevelt Rd,Lombard,IL,60148,4166,DU PAGE 
CVS 3889,-87.823143,41.908485,7929 North Ave,River Forest,IL,60305,1018,COOK 
CVS 6497,-88.008743,41.905029,350 E North Ave,Lombard,IL,60148,1303,DU PAGE 
Woodman's Food Market 35,-88.371239,41.805126,151 Hansen Blvd,North Aurora,IL,60542,8986,KANE 
CVS 7134,-88.086517,41.859055,1400 E Roosevelt Rd,Wheaton,IL,60187,6804,DU PAGE 
WMI SYRIA INC,-87.558014,41.756939,7600 S Exchange Ave,Chicago,IL,60649,4310,COOK 
Dollar Tree 3301,-89.989517,38.592819,10850 LINCOLN TRAIL,FAIRVIEW HEIGHTS,IL,62208,,ST CLAIR 
DOLLAR TREE 3404,-89.599747,40.544174,3432 Court St,Pekin,IL,61554,6235,TAZEWELL 
DOLLAR TREE 3409,-88.957115,38.312679,4511 1/2 Broadway St,Mount Vernon,IL,62864,6725,JEFFERSON 
Dollar Tree/Deals 3414,-87.732925,41.506222,4840 211th St,Matteson,IL,60443,1636,COOK 
Dollar Tree/Deals 3430,-88.16024,41.576469,2900 Colorado Ave,Joliet,IL,60431,1065,WILL 
Target Store 1879,-87.723724,41.812752,4433 S Pulaski Rd,Chicago,IL,60632,4010,COOK 
Target Store 1881,-88.199532,41.542358,1111 Brook Forest Ave,Shorewood,IL,60404,8845,WILL 
Target Store 1882,-87.944435,41.750023,7601 Kingery Hwy,Willowbrook,IL,60527,5538,DU PAGE 
JOE'S FOOD & LIQUOR,-87.651237,41.786915,1035 W 59th St,Chicago,IL,60621,1450,COOK 
MISKA'S CORNER STORE,-88.07431,41.902939,365 North Ave,Glendale Heights,IL,60139,3789,DU PAGE 
Casey's General Store 1713,-89.696022,40.202431,224 E Chestnut St,Mason City,IL,62664,1428,MASON 
Walgreens 02137,-87.876503,42.428612,39023 N Green Bay Rd,Beach Park,IL,60087,1978,LAKE 
Walgreens 07411,-87.694405,41.527985,3200 Vollmer Rd,Olympia Fields,IL,60461,1122,COOK 
MARKET CITGO,-87.69355,41.764484,2807 W 71st St,Chicago,IL,60629,3034,COOK 
Meijer Inc 207,-88.946312,40.510445,1900 E College Ave,Normal,IL,61761,4577,MCLEAN 
HOMETOWN PANTRY,-89.66819,39.796249,555 S Macarthur Blvd,Springfield,IL,62704,1744,SANGAMON 
UNIMART ONE STOP SHOPPING,-87.810585,42.040661,7315 W Dempster St,Niles,IL,60714,2108,COOK 
UNIMART ONE STOP SHOP,-88.042747,41.750137,2457 75th St,Woodridge,IL,60517,2856,DU PAGE 
Casey's General Store 2599,-91.357796,39.931618,3601 Maine St,Quincy,IL,62305,5823,ADAMS 
Circle K 123,-89.631287,40.748165,2427 W Northland Ave,Peoria,IL,61614,4568,PEORIA 
Target Store 880,-88.048813,42.039364,1235 E Higgins Rd,Schaumburg,IL,60173,4939,COOK 
Target Store 927,-87.704544,42.019291,2209 Howard St,Evanston,IL,60202,3636,COOK 
Walmart 3601,-87.736198,41.647247,4700 135th St,Crestwood,IL,60445,1405,COOK 
DEALS 3335,-89.951141,38.795357,1504 Troy Rd,Edwardsville,IL,62025,2550,MADISON 
DEALS 3357,-87.78492,41.909107,6405 W. North Avenue,Oak Park,IL,60302,1003,COOK 
DEALS 3359,-87.68895,41.967995,4738 N Western Ave,Chicago,IL,60625,2013,COOK 
Dollar Tree 3379,-89.706558,39.76112,3151 Veterans Pkwy,Springfield,IL,62704,6565,SANGAMON 
EL AMIGO,-87.929871,42.087852,403 E Euclid Ave,Mount Prospect,IL,60056,1226,COOK 
Meijer Inc 214,-88.202705,41.632301,13521 South Route 59,Plainfield,IL,60544,,WILL 
GROCERY BASKET,-87.614403,41.707283,351 E 103rd St,Chicago,IL,60628,2856,COOK 
WOOD RIVER BAKERY INC,-90.10083,38.874924,102 W Edwardsville Rd,Wood River,IL,62095,1245,MADISON 
Dollar Function Inc,-87.615417,41.707245,319 E 103rd St,Chicago,IL,60628,2853,COOK 
7-Eleven 33636,-87.700546,41.924885,2401 N Milwaukee Ave,Chicago,IL,60647,2627,COOK 
HUCK'S 366,-89.021545,37.748199,3228 S Park Ave,Herrin,IL,62948,3715,WILLIAMSON 
HUCK'S 367,-89.098793,37.745502,1100 PIN OAK DR.,CARTERVILLE,IL,62918,,WILLIAMSON 
WALGREENS 01996,-90.07843,38.864502,1122 Vaughn Rd,Wood River,IL,62095,1848,MADISON 
Walgreens 09357,-87.644371,41.684971,1123 E Blue Earth Ave,Chicago,IL,60643,4618,COOK 
ALDI 31,-87.849854,41.519478,20230 S la Grange Rd,Frankfort,IL,60423,1338,WILL 
THORNTON OIL 364,-88.836105,41.372837,102 W Etna Rd,Ottawa,IL,61350,1001,LA SALLE 
WALGREENS 04777,-89.02903,42.23864,2525 S Alpine Rd,Rockford,IL,61108,7812,WINNEBAGO 
WALGREENS 04940,-88.090172,42.37886,305 W Rollins Rd,Round Lake Beach,IL,60073,1217,LAKE 
Walmart SUPERCENTER 5486,-87.714279,41.586155,4005 167th St,Country Club Hills,IL,60478,2022,COOK 
BELVIDERE FIESTA MARKET,-88.843605,42.24041,400 W Chrysler Dr,Belvidere,IL,61008,6035,BOONE 
Target Store 942,-87.685303,41.930416,2656 N Elston Ave,Chicago,IL,60647,2019,COOK 
Casey's General Store 2638,-87.913147,39.001854,505 E Main St,Oblong,IL,62449,1420,CRAWFORD 
CVS 8746,-88.243248,41.757931,300 N Eola Rd,Aurora,IL,60502,9062,DU PAGE 
CVS 8635,-89.668015,39.764931,3100 S Macarthur Blvd,Springfield,IL,62704,5800,SANGAMON 
CVS 8683,-88.2444,40.110184,107 W Green St,Champaign,IL,61820,5213,CHAMPAIGN 
CVS 8667,-88.190636,40.095272,1818 Philo Rd,Urbana,IL,61802,6016,CHAMPAIGN 
CVS 8745,-87.6548,41.895874,771 N Ogden Ave,Chicago,IL,60642,5858,COOK 
CVS 8529,-89.072205,42.227829,3134 11st St,Rockford,IL,61109,,WINNEBAGO 
CVS 8757,-87.729012,42.033432,4001 Main St,Skokie,IL,60076,2751,COOK 
CVS 8761,-87.855782,42.359028,10 S Lewis Ave,Waukegan,IL,60085,5121,LAKE 
CVS 8501,-88.012207,41.735771,8325 Lemont Rd,Darien,IL,60561,1767,DU PAGE 
CVS Pharmacy 8511,-87.644089,41.751152,7858 S Halsted St,Chicago,IL,60620,2413,COOK 
CVS Pharmacy 8747,-87.660461,41.993805,6150 N Broadway St,Chicago,IL,60660,2538,COOK 
CVS Pharmacy 8512,-87.675461,41.484303,1 Main St,Park Forest,IL,60466,2366,COOK 
CVS Pharmacy 8737,-87.649483,41.9259,2414 N Lincoln Ave,Chicago,IL,60614,2415,COOK 
CVS Pharmacy 8752,-87.774963,42.040878,5945 Dempster St,Morton Grove,IL,60053,3031,COOK 
CVS Pharmacy 8699,-87.627686,41.879711,137 S State St,Chicago,IL,60603,5606,COOK 
CVS Pharmacy 8502,-87.722664,41.777458,6351 S Pulaski Rd,Chicago,IL,60629,4759,COOK 
CVS Pharmacy 8753,-87.663925,41.948002,3637 N Southport Ave,Chicago,IL,60613,3709,COOK 
CVS Pharmacy 8695,-87.649155,41.938168,3101 N Clark St,Chicago,IL,60657,4413,COOK 
CVS Pharmacy 8738,-87.645271,41.838013,741 W 31st St,Chicago,IL,60616,3045,COOK 
CVS Pharmacy 8736,-87.805801,41.886482,7216 Circle Ave,Forest Park,IL,60130,1113,COOK 
CVS Pharmacy 8739,-87.805832,41.912914,1819 N Harlem Ave,Chicago,IL,60707,3716,COOK 
CVS Pharmacy 8750,-87.76741,41.967793,4801 N Central Ave,Chicago,IL,60630,3211,COOK 
CVS Pharmacy 8740,-87.687996,41.895714,2427 W Chicago Ave,Chicago,IL,60622,4631,COOK 
CVS Pharmacy 8506,-87.663338,41.747742,8025 S Ashland Ave,Chicago,IL,60620,4318,COOK 
CVS Pharmacy 8731,-87.63929,41.881905,400 W Madison,Chicago,IL,60606,,COOK 
CVS Pharmacy 8742,-87.762459,41.851116,5524 W Cermak Rd,Cicero,IL,60804,2217,COOK 
CVS Pharmacy 8632,-88.935684,39.83342,1595 E Cantrell St,Decatur,IL,62521,3515,MACON 
CVS Pharmacy 8648,-88.964203,39.876274,2990 N Monroe St,Decatur,IL,62526,3266,MACON 
CVS Pharmacy 8507,-87.55439,41.729141,9142 S South Chicago Ave,Chicago,IL,60617,4227,COOK 
CVS Pharmacy 8686,-88.276886,40.115173,243 S Mattis Ave,Champaign,IL,61821,3055,CHAMPAIGN 
CVS Pharmacy 8744,-87.849976,41.828697,9139 Broadway Ave,Brookfield,IL,60513,1303,COOK 
CVS Pharmacy 8756,-87.783058,41.974796,6200 W Higgins Ave,Chicago,IL,60630,1823,COOK 
CVS Pharmacy 8504,-87.721626,41.739632,8444 S Pulaski Rd,Chicago,IL,60652,3120,COOK 
CVS Pharmacy 8735,-87.725899,41.924545,3940 W Fullerton Ave,Chicago,IL,60647,2244,COOK 
Casey's General Store 1719,-87.830917,40.048256,201 N Main St,Fairmount,IL,61841,6264,VERMILION 
CVS Pharmacy 8693,-88.022743,41.946617,1400 W Lake St,Addison,IL,60101,1174,DU PAGE 
CVS Pharmacy 8692,-89.642708,39.816292,920 North Grand Ave E,Springfield,IL,62702,4039,SANGAMON 
CVS Pharmacy 8638,-88.186577,39.484406,501 W Lincoln Ave,Charleston,IL,61920,2443,COLES 
CVS Pharmacy 8660,-88.994705,40.47966,210 N Center St,Bloomington,IL,61701,3901,MCLEAN 
CVS Pharmacy 8500,-87.89238,41.629715,11201 W 143rd St,Orland Park,IL,60467,1923,COOK 
CVS Pharmacy 8734,-88.125031,42.047283,1801 W Golf Rd,Schaumburg,IL,60194,1148,COOK 
CVS Pharmacy 8519,-87.681129,41.693062,11055 S Western Ave,Chicago,IL,60643,3948,COOK 
CVS Pharmacy 8749,-87.727913,41.997311,3950 W Devon Ave,Lincolnwood,IL,60712,1043,COOK 
CVS Pharmacy 8505,-87.78727,41.690273,6748 W 111th St,Worth,IL,60482,1912,COOK 
CVS Pharmacy 8698,-87.631378,41.903439,1165 N Clark St,Chicago,IL,60610,2702,COOK 
CVS Pharmacy 8751,-87.679672,41.955509,4051 N Lincoln Ave,Chicago,IL,60618,3009,COOK 
CVS Pharmacy 8741,-87.724602,41.843609,2634 S Pulaski Rd,Chicago,IL,60623,4409,COOK 
JEWEL 3459,-87.822853,42.177429,1600 Deerfield Rd,Highland Park,IL,60035,3708,LAKE 
JEWEL 3503,-88.436012,42.314308,145 S Eastwood Dr,Woodstock,IL,60098,3519,MCHENRY 
Jewel 3074,-88.115822,41.522907,1401 W Jefferson,Joliet,IL,60435,,WILL 
JEWEL 3424,-87.855042,42.4091,3124 N Lewis Ave,Waukegan,IL,60087,2231,LAKE 
JEWEL 3341,-87.990402,41.965366,343 W Irving Park Rd,Wood Dale,IL,60191,1325,DU PAGE 
DOLLAR GENERAL 1107,-89.792824,38.503292,844 N Jefferson St,Mascoutah,IL,62258,1346,ST CLAIR 
"DURAND PACEMAKER, INC",-89.331879,42.433418,101 S Center St,Durand,IL,61024,9756,WINNEBAGO 
EUROPEAN SAUSAGE & FOOD,-88.00016,41.6665,818 State St,Lemont,IL,60439,3933,COOK 
B & R GROCERY,-88.83548,41.107285,1212 S Bloomington St,Streator,IL,61364,3317,LA SALLE 
JACK FLASH - FARINA,-88.780891,38.839497,1003 W Washington St,Farina,IL,62838,1205,FAYETTE 
Walmart Supercenter 3891,-87.898788,42.343281,3900 Fountain Sq Pl,Waukegan,IL,60085,,LAKE 
ROOSEVELT CITGO,-87.840981,41.864273,715 W Roosevelt Rd,Maywood,IL,60153,3238,COOK 
KORTE MEAT PROCESSING,-89.691109,38.740398,810 Deal St,Highland,IL,62249,1313,MADISON 
7-ELEVEN 13369,-87.713814,41.983253,5610 N Kimball Ave,Chicago,IL,60659,4502,COOK 
Target Store 2079,-87.682671,41.990681,2112 W Peterson Ave,Chicago,IL,60659,4277,COOK 
3G  ATLANTIC PACIFIC STORE,-90.491554,41.491913,3213 Avenue of the Cities,Moline,IL,61265,4302,ROCK ISLAND 
WALGREENS 03993,-88.101089,41.9175,540 N Schmale Rd,Carol Stream,IL,60188,1867,DU PAGE 
WALGREENS 04779,-88.319603,41.722084,1799 Douglas Rd,Montgomery,IL,60538,2170,KENDALL 
WALGREENS 06469,-88.444641,41.657738,100 W Veterans Pkwy,Yorkville,IL,60560,1827,KENDALL 
Walgreens 15364,-87.678413,42.029556,635 Chicago Ave,Evanston,IL,60202,2365,COOK 
TOWN SQUARE MARKET,-89.21624,37.728325,106 E Jackson St,Carbondale,IL,62901,1501,JACKSON 
Casey's General Store 2617,-89.734947,40.083389,100 N State St,Greenview,IL,62642,9395,MENARD 
FAIRMONT PHILLIPS 66,-90.092262,38.659317,5404 Collinsville Rd,Fairmont City,IL,62201,2336,ST CLAIR 
GREEN ARCH FOOD MART,-87.659973,41.982807,5555 N Broadway St,Chicago,IL,60640,1405,COOK 
7-Eleven 30107E,-87.728363,42.025349,7950 Crawford Ave,Skokie,IL,60076,3413,COOK 
STAR FOODS & GIFTS INC,-88.152313,41.940712,960 W Army Trail Rd,Carol Stream,IL,60188,9068,DU PAGE 
DIERBERGS MARKET,-89.954063,38.788689,6671 Edwardsville Crossing Dr,Edwardsville,IL,62025,2704,MADISON 
Dollar Tree 0646,-88.126007,41.553539,1701 N Larkin,Crest Hill,IL,60403,,WILL 
DOLLAR TREE 0744,-88.952827,40.49696,1407 N Veterans Pkwy,Bloomington,IL,61704,6432,MCLEAN 
DOLLAR TREE 1034,-90.123756,38.729275,3801 Nameoki Rd,Granite City,IL,62040,3764,MADISON 
DOLLAR TREE 1346,-87.85228,41.148766,108 Village Sq,Bradley,IL,60915,1278,KANKAKEE 
LEWIS PRODUCE MARKET INC 2,-87.868179,42.370312,2727 Grand Ave,Waukegan,IL,60085,2406,LAKE 
7-ELEVEN 13404,-88.081467,41.910488,1408 Bloomingdale Rd,Glendale Heights,IL,60139,2774,DU PAGE 
NATURALLY YOURS GROCERY,-89.612473,40.744514,4700 N University St,Peoria,IL,61614,5890,PEORIA 
CARNICERIA LA MEJOR 2,-87.71579,41.934216,2915 N Milwaukee Ave,Chicago,IL,60618,7404,COOK 
ASHTAR FOOD MART INC,-87.746132,42.026306,4720 Oakton St,Skokie,IL,60076,3012,COOK 
Casey's General Store 2633,-88.512184,40.743744,109 E Oak St,Fairbury,IL,61739,1540,LIVINGSTON 
SUPER LOW FOODS,-87.86602,41.946255,3720 25th Ave,Schiller Park,IL,60176,2148,COOK 
J & L 66,-89.511963,40.683674,3701 E Washington St,East Peoria,IL,61611,1927,TAZEWELL 
Caputo's Fresh Market Naperville,-88.20787,41.680534,3115 111th St,Naperville,IL,60564,5010,WILL 
Trader Joe's 696,-87.626564,41.893356,44 E Ontario St,Chicago,IL,60611,4755,COOK 
DOLLAR TREE 0689,-88.068199,41.697655,130 S Bolingbrook Dr,Bolingbrook,IL,60440,2852,WILL 
DOLLAR TREE 1036,-91.355858,39.935207,3737 Broadway St,Quincy,IL,62305,2857,ADAMS 
DOLLAR TREE 2856,-89.028656,42.338348,7921 N Alpine Rd,Loves Park,IL,61111,3110,WINNEBAGO 
DOLLAR TREE 2896,-90.162643,38.917446,1837 Homer M Adams Pkwy,Alton,IL,62002,5665,MADISON 
DOLLAR TREE 3086,-90.383209,40.965126,1430 N Henderson St,Galesburg,IL,61401,1515,KNOX 
Target Store 926,-90.524597,41.469563,900 42nd Avenue Dr,Moline,IL,61265,6871,ROCK ISLAND 
Walmart 5402,-87.74276,41.909733,4650 W North Ave,Chicago,IL,60639,4611,COOK 
GOLCONDA GAS N GO,-88.488411,37.367996,121 N ADAMS,GOLCONDA,IL,62938,,POPE 
Gas N Dash Mart,-90.425522,41.522312,809 19th St,East Moline,IL,61244,1633,ROCK ISLAND 
NORTHWEST FOOD & LIQUOR,-87.755455,41.909538,5170 W North Ave,Chicago,IL,60639,4447,COOK 
