name,longitude,latitude,address,CITY,STATE,ZIP5,zip4,County
Sheridan Marathon Inc,-87.82486,42.40966,37740 N Sheridan Rd,Beach Park,IL,60087,2463,LAKE 
61st Gas & Food Mart,-87.664337,41.782478,6124 S Ashland Ave,Chicago,IL,60636,2322,COOK 
7-eleven 33779C,-87.70121,41.961277,2900 W Montrose Ave,Chicago,IL,60618,1404,COOK 
Auto Gas Of Spring Bay,-89.522041,40.80806,1510 Spring Bay Rd,East Peoria,IL,61611,9326,TAZEWELL 
Sotos Bakery Inc,-87.861053,42.370293,2229 Grand Ave,Waukegan,IL,60085,3310,LAKE 
Dixie Food Mart Inc,-87.667992,41.600891,15901 S Dixie Hwy,Harvey,IL,60426,5611,COOK 
City Food,-88.09938,42.04586,1093 N Salem Dr,Schaumburg,IL,60194,1331,COOK 
Dollar General 16789,-89.802467,40.69352,315 N McAllister Rd,Hanna City,IL,61536,9650,PEORIA 
Dollar General 17307,-87.863693,41.883949,496 25th Ave,Bellwood,IL,60104,1961,COOK 
Meijer 289,-88.065079,42.379215,750 E Rollins Rd,Round Lake Beach,IL,60073,1340,LAKE 
Km Mart Inc,-87.595253,41.722164,1149 E 95th St,Chicago,IL,60619,7832,COOK 
Meijer 280,-87.708084,41.528,3800 Vollmer Rd,Flossmoor,IL,60422,1274,COOK 
Circle K 1459,-89.95797,38.738178,6559 State Route 162,Maryville,IL,62062,1915,MADISON 
Dollar Tree 6399,-88.276848,40.115223,235 S Mattis Ave,Champaign,IL,61821,3055,CHAMPAIGN 
Bp,-87.663193,41.739231,8506 S Ashland Ave,Chicago,IL,60620,4709,COOK 
"Wala Wala Brothers, Inc.",-87.67086,41.830467,1810 W 35th St,Chicago,IL,60609,1201,COOK 
Saikrupa,-87.55851,41.53511,19771 Torrence Ave,Lynwood,IL,60411,7624,COOK 
Carniceria Y Taqueria La Mexicana 2,-89.053314,42.496231,1204 Shirland Ave,South Beloit,IL,61080,1255,WINNEBAGO 
Whole Foods Market 10458,-87.587738,41.801929,5118 S Lake Park Ave,Chicago,IL,60615,4115,COOK 
Caputo Fruit Market 588,-88.335381,42.174667,100 S Randall Rd,Algonquin,IL,60102,9774,MCHENRY 
Caputo Fruit Market 589,-88.030922,42.147472,2070 N Rand Rd,Palatine,IL,60074,2595,COOK 
Asian Supermarket,-88.258018,40.127415,1215 N Prospect Ave,Champaign,IL,61820,2532,CHAMPAIGN 
Walgreens 15907,-87.834488,41.996544,800 Devon Ave,Park Ridge,IL,60068,4760,COOK 
7-eleven 33874B,-88.302032,41.850014,336 E Wilson St,Batavia,IL,60510,2663,KANE 
Speedway 5036,-88.508636,42.148418,110 Arrowhead Dr,Hampshire,IL,60140,7656,KANE 
Eastwood Drive Inc,-88.433212,42.292999,2025 S Eastwood Dr,Woodstock,IL,60098,4602,MCHENRY 
Tischler's Market,-88.202019,41.602688,15412 S Route 59,Plainfield,IL,60544,1979,WILL 
State Street Inc,-88.282806,42.028915,300 S State St,Elgin,IL,60123,7604,KANE 
Eastwood 2 Inc,-88.334099,42.127148,2431 Randall Rd,Carpentersville,IL,60110,3447,KANE 
Midwest Petroleum 33,-90.013481,38.559097,1291 Frank Scott Pkwy,Belleville,IL,62223,6830,ST CLAIR 
Midwest Petroleum 59,-89.890221,38.795723,8065 State Route 143,Edwardsville,IL,62025,6703,MADISON 
7 Star Food and Liquor,-87.854973,42.412189,3305 N Lewis Ave,Waukegan,IL,60087,2256,LAKE 
Dollar Tree 3540,-88.99543,40.525841,1101 N Main St,Normal,IL,61761,6047,MCLEAN 
Jj Pepper Food & Liquor Inc,-87.702774,41.764091,7101 S Kedzie Ave,Chicago,IL,60629,3529,COOK 
Dukan Int'l Food Market,-87.708427,41.9659,4640 N Kedzie Ave,Chicago,IL,60625,4427,COOK 
Kerar Convenience Store,-89.616829,42.291435,833 S Galena Ave,Freeport,IL,61032,5541,STEPHENSON 
Mobile Food Mart,-89.603203,40.699642,640 W Main St,Peoria,IL,61606,1454,PEORIA 
Dollar Tree 2379,-88.970123,40.459003,1605 Morrissey Dr,Bloomington,IL,61704,,MCLEAN 
Dollar Tree 5857,-87.883789,41.909363,1953 N Mannheim Rd,Melrose Park,IL,60160,1012,COOK 
Fairview Mart & Tobacco,-87.994598,41.751518,402 75th St,Downers Grove,IL,60516,4454,DU PAGE 
Anmol Meat And Grocery,-87.69915,41.997562,2753 W Devon Ave,Chicago,IL,60659,1712,COOK 
Pm Food And Liquor,-87.640831,41.600906,263 E 159th St,Harvey,IL,60426,5143,COOK 
Chicanito Bakery,-88.016373,42.139187,1164 E Dundee Rd,Palatine,IL,60074,8305,COOK 
Jai Hind Food,-88.105049,42.048222,1021 W Golf Rd,Hoffman Estates,IL,60169,1339,COOK 
Hainesville Mobil,-88.068108,42.345047,2 W Belvidere Rd,Hainesville,IL,60030,1042,LAKE 
"Flowers Baking Company Of Lenexa, LLC 997",-89.688423,39.810028,1913 W Jefferson St,Springfield,IL,62702,2201,SANGAMON 
Ackles Farm Market,-90.90992,39.57621,21873 US Highway 54,Pittsfield,IL,62363,2757,PIKE 
"Oh Hen Mart, Inc.",-87.585037,41.730522,9053 S Stony Island Ave,Chicago,IL,60617,3509,COOK 
Sapp Bros Travel Center,-89.152916,41.366993,3130 May Rd,Peru,IL,61354,9618,LA SALLE 
Tanzeela Inc.,-87.6175,41.629936,169 E 146th St,Riverdale,IL,60827,2816,COOK 
Rim Inc,-88.042862,41.522507,1600 E Washington St,Joliet,IL,60433,1334,WILL 
Hopkins Gas Mart Inc,-87.620483,41.085842,2690 S 13000e Rd,Pembroke Township,IL,60958,3837,KANKAKEE 
Arlette Asian African Foods,-90.647354,40.912979,73 Public Sq,Monmouth,IL,61462,1786,WARREN 
7-eleven 32334C,-88.36837,41.764614,2130 W Galena Blvd,Aurora,IL,60506,3212,KANE 
East Side Market,-88.936958,39.844288,1467 E William St Rd,Decatur,IL,62521,2064,MACON 
El Progreso Latino,-88.260826,40.133331,1017 1/2 W Bloomington Rd,Champaign,IL,61821,1721,CHAMPAIGN 
Dollar General Store 16861,-88.75425,41.770088,9560 State Rt 23,Waterman,IL,60556,,DE KALB 
Dollar General Store 16865,-90.569237,41.410416,1111 Coyne Center Rd,Oak Gove,IL,61264,,ROCK ISLAND 
Dollar General Store 16875,-89.236465,37.670616,5555 Old US Highway 51,Carbondale,IL,62903,8389,JACKSON 
Dollar General Store 17167,-91.041328,39.703014,35 Kendall Ave,Barry,IL,62312,2219,PIKE 
Target 3221,-87.644302,41.931282,2650 N Clark St,Chicago,IL,60614,1523,COOK 
Thorntons 320,-87.939796,41.91238,476 York Rd,Elmhurst,IL,60126,,DU PAGE 
One Stop Liquor 1,-90.123772,38.621014,2500 Saint Clair Ave,East Saint Louis,IL,62205,2729,ST CLAIR 
Yongxin Enterprises Inc,-89.054329,38.092972,201 N Park St,Sesser,IL,62884,,FRANKLIN 
Mobil,-88.018089,41.874409,610 S Main St,Lombard,IL,60148,3342,DU PAGE 
Pontoon Express,-90.070663,38.719254,3802 State Route 111,Granite City,IL,62040,6615,MADISON 
Asian Market,-89.676338,39.764164,1330 Wabash Ave,Springfield,IL,62704,4904,SANGAMON 
Jamies Market,-88.409889,40.749577,119 E Krack St,Forrest,IL,61741,9365,LIVINGSTON 
Highland Park Shell,-87.803474,42.191299,2135 Green Bay Rd,Highland Park,IL,60035,2435,LAKE 
Mobil-bolingbrook Food Mart,-88.045677,41.691498,419 S Joliet Rd,Bolingbrook,IL,60440,3609,WILL 
Elgeeb Grocery,-87.728012,41.968407,4805 N Pulaski Rd,Chicago,IL,60630,2810,COOK 
Nicholas High Quality Meats,-87.740921,41.873196,4619 W Harrison St,Chicago,IL,60644,5121,COOK 
Uncle Pauli's Deli And Food Market,-87.63427,41.750683,7900 S Vincennes Ave,Chicago,IL,60620,1119,COOK 
Stop 24 Tremont,-89.488632,40.527283,202 E Pearl St,Tremont,IL,61568,7953,TAZEWELL 
Langley Citgo,-87.605934,41.69249,11101 S Langley Ave,Chicago,IL,60628,4641,COOK 
7-eleven 33773C,-87.896591,41.907448,162 E North Ave,Northlake,IL,60164,2522,COOK 
Central Shell,-87.763939,41.865593,5559 W Roosevelt Rd,Cicero,IL,60804,1227,COOK 
Noor Mart Inc,-87.622871,41.808979,4700 S Michigan Ave,Chicago,IL,60615,1003,COOK 
Smitty's Sweet Shop,-90.169083,38.657162,700 Canal St,Lovejoy,IL,62059,5107,ST CLAIR 
Village Food And Liquor,-87.629601,41.644588,325 W 138th St,Riverdale,IL,60827,1621,COOK 
La Concha Bakery,-87.694649,41.823299,3858 S California Ave,Chicago,IL,60632,1741,COOK 
"Geneva Green Market, Nfp",-88.308678,41.889168,327 Hamilton St,Geneva,IL,60134,2134,KANE 
Dollar Depot,-89.618141,42.292419,716 S Galena Ave,Freeport,IL,61032,5540,STEPHENSON 
Wyckles Fuel Mart,-89.028862,39.84586,355 N Wyckles Rd,Decatur,IL,62522,1050,MACON 
Noory Gas & Mini Mart,-87.616684,41.622635,15 E Sibley Blvd,South Holland,IL,60473,1092,COOK 
Josh Petro Food Mart Inc,-87.713928,41.586143,16658 Crawford Ave,Country Club Hills,IL,60478,2036,COOK 
Dolton Gas & Mini Mart,-87.598381,41.632835,14433 Lincoln Ave,Dolton,IL,60419,1270,COOK 
New York Food Mart,-87.622002,41.831093,122 E 35th St,Chicago,IL,60616,3802,COOK 
Robbins Food Stop,-87.705894,41.6399,13914 S Claire Blvd,Robbins,IL,60472,2008,COOK 
Lucky Star Food And Liquor,-88.181381,40.114727,2108 E University Ave,Urbana,IL,61802,2810,CHAMPAIGN 
DollarTree 5858,-87.849754,41.520725,20245 LaGrange Rd,Frankfort,IL,60423,,WILL 
Venice Mart,-90.168785,38.672844,420 Broadway,Venice,IL,62090,1197,MADISON 
Citgo Alexander Divya Gasoline,-88.306374,41.866554,200 E Fabyan Pkwy,Batavia,IL,60510,1317,KANE 
Dollar General Store 16479,-89.623032,40.686764,137 S Western Ave,Peoria,IL,61605,,PEORIA 
Cut Mart Inc,-89.163307,37.084583,201 Main St,Mound City,IL,62963,1163,PULASKI 
Lucy-deen Parkside Grocery,-89.608055,42.301346,718 E Stephenson St,Freeport,IL,61032,3432,STEPHENSON 
One Stop Food & Gas Mart,-89.915215,41.245392,220 N East St,Kewanee,IL,61443,2420,HENRY 
San Juditas Bakery,-87.726921,41.77866,4140 W 63rd St,Chicago,IL,60629,5035,COOK 
Gordon Food Service Store LLC MP 169,-87.786812,41.923641,6431 W Fullerton Ave,Chicago,IL,60707,3405,COOK 
Sunset Food Market Inc,-87.849289,42.391834,1501 Sunset Ave,Waukegan,IL,60087,4848,LAKE 
McHenry Bp GEI-154,-88.274193,42.321861,508 S Route 31,McHenry,IL,60050,1864,MCHENRY 
Glen Ellyn Bp GEI-162,-88.07563,41.859226,339 Roosevelt Rd,Glen Ellyn,IL,60137,5644,DU PAGE 
Wauconda BP GEI-161,-88.151367,42.257431,512 W Liberty St,Wauconda,IL,60084,2445,LAKE 
Walmart Supercenter 4049,-87.674393,41.507252,21000 Western Ave,Olympia Fields,IL,60461,,COOK 
7-eleven 337916,-87.708252,41.720703,3440 W 95th St,Evergreen Park,IL,60805,2207,COOK 
Dollar General 16538,-88.673698,41.634007,100 S Dewey St,Somonauk,IL,60552,,DE KALB 
Aldi 85,-88.024872,42.139153,761 E Dundee Rd,Palatine,IL,60074,2819,COOK 
"H & M Group  1, Inc.",-87.660873,41.663223,12659 S Ashland Ave,Calumet Park,IL,60827,6015,COOK 
Sangha's Gas,-87.818382,41.747688,7960 W 79th St,Bridgeview,IL,60455,1461,COOK 
Thorntons 319,-88.199486,41.453732,24144 W Eames St,Channahon,IL,60410,3409,WILL 
Thorntons 321,-87.880058,42.370392,3233 Grand Ave,Waukegan,IL,60085,,LAKE 
L&L Convenience Store,-87.609077,41.765797,633 E 71st St,Chicago,IL,60619,1213,COOK 
Circle K 6768,-88.128227,41.736893,1707 S Washington St,Naperville,IL,60565,2494,DU PAGE 
Circle K 6729,-87.854095,41.652699,13056 S la Grange Rd,Palos Park,IL,60464,1719,COOK 
Seafood City Supermarket 25,-87.746696,41.972172,5033 N Elston Ave,Chicago,IL,60630,1707,COOK 
CVS 10677,-88.102776,41.833241,2000 S Naperville Rd,Wheaton,IL,60189,8153,DU PAGE 
Zam Zam Meat Mart,-88.12793,42.003704,7207 Olde Salem Cir,Hanover Park,IL,60133,2728,COOK 
Rochester Phillips 66,-89.53064,39.74662,450 S State St,Rochester,IL,62563,9786,SANGAMON 
Circle K 6713,-88.008232,41.7239,8975 Lemont Rd,Darien,IL,60561,1733,DU PAGE 
Circle K 6760,-87.930061,41.600761,15861 S Bell Rd,Homer Glen,IL,60491,7605,WILL 
"Express Food Market On 87th, Inc.",-87.580208,41.737019,1800 E 87th St,Chicago,IL,60617,2742,COOK 
Carniceria Del O & Restaurant,-89.119514,41.548332,718 Illinois Ave,Mendota,IL,61342,1638,LA SALLE 
Murphy Usa 7511,-87.861664,41.078259,507 Riverstone Pkwy,Kankakee,IL,60901,7207,KANKAKEE 
Murphy Usa 7525,-89.050957,41.935555,390 Coronado Dr,Rochelle,IL,61068,7701,OGLE 
Murphy USA 7579,-88.42334,42.295498,1265 Lake Avenue Rd,Woodstock,IL,60098,7415,MCHENRY 
Murphy Usa 7580,-88.199844,41.547928,1481 Illinois Route 59,Joliet (shorewood),IL,60431,,WILL 
Murphy USA 7585,-88.537186,37.731472,611 Rollie Moore Dr,Harrisburg,IL,62946,2353,SALINE 
Danny's Market Inc,-87.659805,41.975605,5129 N Broadway St,Chicago,IL,60640,3018,COOK 
Dollar General 17108,-90.003433,38.504353,1207 Centreville Ave,Belleville,IL,62220,3008,ST CLAIR 
"Benivex, Inc",-88.321228,41.781567,370 W Indian Trl,Aurora,IL,60506,2451,KANE 
Big Suchir,-87.975937,41.812168,669 N Cass Ave,Westmont,IL,60559,1338,DU PAGE 
Grandmobil Inc,-88.979187,42.304028,2975 N Perryville Rd,Rockford,IL,61107,6804,WINNEBAGO 
Jk Mart Inc.,-89.040092,42.485889,810 Blackhawk Blvd,South Beloit,IL,61080,2202,WINNEBAGO 
Dollar Tree 6219,-87.663628,41.756821,7520 S Ashland Ave,Chicago,IL,60620,4245,COOK 
Shiva Marathon,-88.41404,40.890629,17970 N 2700 East Rd,Saunemin,IL,61769,6106,LIVINGSTON 
Mariano's 8538,-87.644325,41.937393,3030 N Broadway St,Chicago,IL,60657,5316,COOK 
Dollar General 17031,-87.891159,41.11871,1895 W Station St,Kankakee,IL,60901,3133,KANKAKEE 
Danville Grocery & Deli,-87.594704,40.131683,1814 E Main St,Danville,IL,61832,5044,VERMILION 
Loves Park Marathon,-89.057846,42.316418,5905 N 2nd St,Loves Park,IL,61111,4646,WINNEBAGO 
Hometown Pantry,-88.261078,39.986298,4 E Holden St,Tolono,IL,61880,8341,CHAMPAIGN 
Leo Food Market,-87.688507,41.579235,2014 W 170th,Hazel Crest,IL,60429,1368,COOK 
Huck's #379 #379,-88.965454,37.729961,2700 W Main St,Marion,IL,62959,4933,WILLIAMSON 
Casey's General Store 3495,-87.740799,40.776962,417 W Walnut St,Watseka,IL,60970,1264,IROQUOIS 
Tony's Finer Foods 1667,-87.767952,41.93858,5630 W Belmont Ave,Chicago,IL,60634,5301,COOK 
Elgin Convenience 1 Inc,-88.315636,42.062298,1190 N McLean Blvd,Elgin,IL,60123,1723,KANE 
Mom And Sons Food Mart,-87.728668,41.898861,958 N Karlov Ave,Chicago,IL,60651,3630,COOK 
La Paloma De Michoacan Corporation,-87.649841,41.504204,204 W 15th St,Chicago Heights,IL,60411,3985,COOK 
Halsted Shell,-87.643188,41.71537,9802 S Halsted St,Chicago,IL,60628,1009,COOK 
Monica's European Deli,-88.035332,42.118839,309 E Northwest Hwy,Palatine,IL,60067,8116,COOK 
G & N Food & Liquor,-87.763855,41.874699,5575 W Van Buren St,Chicago,IL,60644,4747,COOK 
Dollar General 17085,-88.103233,41.406456,426 E Mississippi Ave,Elwood,IL,60421,7002,WILL 
5th Avenue Mini Mart Inc,-87.872284,41.127792,665 N 5th Ave,Kankakee,IL,60901,2344,KANKAKEE 
W Chicago Mobil,-88.205017,41.865494,60 W Roosevelt Rd,West Chicago,IL,60185,3928,DU PAGE 
Walmart Supercenter 5404,-87.636017,41.544376,17550 S Halsted St,Homewood,IL,60425,1555,COOK 
CASEY'S GENERAL STORE 3500,-89.373611,40.790466,911 W MT VERNON ST,METAMORA,IL,61548,,WOODFORD 
CASEY'S GENERAL STORE 3494,-87.662849,41.166676,421 N Dixie Hwy,Momence,IL,60954,1221,KANKAKEE 
CASEY'S GENERAL STORE 3498,-89.689362,41.766346,1604 1st Ave,Rock Falls,IL,61071,3035,WHITESIDE 
Citgo Gas & Food Mart,-87.745842,41.898979,1001 N Cicero Ave,Chicago,IL,60651,3202,COOK 
Minit Mart 600613,-89.680206,40.664268,2136 S Airport Rd,Peoria,IL,61607,,PEORIA 
Minit Mart 600614,-89.649681,40.649662,501 McKinley Ave,Bartonville,IL,61607,2055,PEORIA 
Minit Mart 600797,-89.673187,39.894951,6490 N Walnut Street Rd,Springfield,IL,62707,7620,SANGAMON 
Minit Mart 600798,-88.399384,40.19521,203 N Lombard St,Mahomet,IL,61853,9780,CHAMPAIGN 
Minit Mart 600799,-89.169914,40.312702,401 E South St,McLean,IL,61754,9357,MCLEAN 
One Stop Discount,-89.593613,40.724621,3036 N Knoxville Ave,Peoria,IL,61603,1770,PEORIA 
Carpentersville Bp GEI-150,-88.258606,42.104439,695 Barrington Ave,Carpentersville,IL,60110,2904,KANE 
Des Plaines Quik Shop GEI-114,-87.94075,42.036983,800 S Elmhurst Rd,Des Plaines,IL,60016,5670,COOK 
7-eleven 34724B,-87.632484,41.883945,128 N la Salle St,Chicago,IL,60602,1001,COOK 
Toluca Supermarket,-89.135094,41.001862,124 W Santa Fe Ave,Toluca,IL,61369,9612,MARSHALL 
Dollar Tree 7040,-90.405655,41.495914,1312 John Deere Expy,Silvis,IL,61282,,ROCK ISLAND 
Cermak Produce Inc.,-87.739792,41.8512,4605 W Cermak Rd,Cicero,IL,60804,2509,COOK 
Harvest Market 572,-88.245804,40.090858,2029 S Neil St,Champaign,IL,61820,7219,CHAMPAIGN 
Ambica Indian Grocery,-88.031464,41.750568,2013 75th St,Woodridge,IL,60517,2336,DU PAGE 
Shree Vasudev Inc.,-88.26133,37.799221,105 W Main St,Ridgway,IL,62979,1011,GALLATIN 
"Arcadia Food & Liquor, Inc.",-87.708969,41.983051,3201 W Bryn Mawr Ave,Chicago,IL,60659,3605,COOK 
CASEY'S GENERAL STORE 3501,-89.383774,40.157749,1006 Woodlawn Rd,Lincoln,IL,62656,1450,LOGAN 
Mt. Carmel Express Shop,-87.763062,38.406708,231 N Walnut St,Mount Carmel,IL,62863,1630,WABASH 
Jiffi Stop 572,-90.727798,39.708515,302 West Quincy,Griggsville,IL,62340,,PIKE 
Jiffi Stop 573,-91.040848,39.70042,635 Highway 106,Barry,IL,62312,,PIKE 
Jiffi Stop 574,-90.878571,39.448322,804 W Quincy St,Pleasant Hill,IL,62366,2192,PIKE 
Jiffi Stop 575,-90.407616,39.300751,408 5th St,Carrollton,IL,62016,1327,GREENE 
Jiffi Stop 576,-90.803123,39.606651,105 S Jackson St,Pittsfield,IL,62363,1923,PIKE 
Jiffi Stop 577,-89.604889,39.830643,2121 N Dirksen Pkwy,Springfield,IL,62702,2120,SANGAMON 
Jiffi Stop 578,-89.687515,39.764236,1801 Wabash Ave,Springfield,IL,62704,5303,SANGAMON 
Jiffi Stop 579,-91.377121,39.926163,2400 State St,Quincy,IL,62301,5708,ADAMS 
Jiffi Stop 580,-89.601555,39.801792,3300 E Clear Lake Ave,Springfield,IL,62702,6209,SANGAMON 
Jiffi Stop 581,-89.704933,39.801235,2770 W Washington St,Springfield,IL,62702,3465,SANGAMON 
Jiffi Stop 582,-89.650139,39.787045,436 South Grand Ave E,Springfield,IL,62703,2509,SANGAMON 
Jiffi Stop 584,-91.371292,39.93528,2731 Broadway St,Quincy,IL,62301,3638,ADAMS 
Jiffi Stop 586,-91.377625,39.948261,1401 N 24th St,Quincy,IL,62301,3356,ADAMS 
Jiffi Stop 588,-90.240204,39.723194,841 W Morton Ave,Jacksonville,IL,62650,3144,MORGAN 
Jiffi Stop 590,-89.631012,39.757824,3062 Stevenson Dr,Springfield,IL,62703,4422,SANGAMON 
Krishu Convenience Store Inc.,-90.51355,41.492882,1901 16th St,Moline,IL,61265,3954,ROCK ISLAND 
La Plazita Bakery,-87.708488,41.967381,4734 N Kedzie Ave,Chicago,IL,60625,4421,COOK 
Summit Citgo 1,-87.808914,41.791519,7455 W Archer Ave,Summit Argo,IL,60501,1222,COOK 
Masala Grocery,-87.859756,42.076633,9711 Milwaukee Ave,Glenview,IL,60025,4567,COOK 
Express Market,-90.095695,38.833778,2 N Delmar Ave,Hartford,IL,62048,1026,MADISON 
Whole Foods Market 10557,-87.645622,41.782173,832 W 63rd Pkwy,Chicago,IL,60621,2050,COOK 
Mundelein Mobil,-88.003319,42.269657,4 E Hawley St,Mundelein,IL,60060,2325,LAKE 
Antioch BP GEI-111,-88.095047,42.488121,359 W North Ave,Antioch,IL,60002,,LAKE 
7 Star Quick Shop,-87.943893,41.723076,10S410 Kingery Hwy,Willowbrook,IL,60527,729,DU PAGE 
Citgo Fuel & Mini Mart,-88.069061,41.710777,102 W Boughton Rd,Bolingbrook,IL,60440,1937,WILL 
The Cake Factory,-87.720116,41.662117,4018 W 127th St,Alsip,IL,60803,1923,COOK 
Mariano's 8539,-87.616661,41.824615,3857 S Dr Martin Luther Jr Dr,Chicago,IL,60653,,COOK 
"Auto Bridge, Inc.",-87.84301,42.367054,902 Grand Ave,Waukegan,IL,60085,3710,LAKE 
Falcon Fuel,-87.710968,41.881653,43 N Homan Ave,Chicago,IL,60624,2402,COOK 
Mi Raza,-88.157738,40.310574,128 E Sangamon Ave,Rantoul,IL,61866,2324,CHAMPAIGN 
7-Eleven 33889A,-87.777786,41.986713,5789 N Milwaukee Ave,Chicago,IL,60646,6237,COOK 
Red And Blue Shop 1,-89.004906,40.482151,1002 W Market St,Bloomington,IL,61701,2850,MCLEAN 
Happy Dollar,-87.715805,41.844349,3625 W 26th St,Chicago,IL,60623,3937,COOK 
Calumet Gulf Inc,-87.663094,41.67437,1336 West Obama Drive,Calumet Park,IL,60827,6129,COOK 
Ez Stop Pantry& Deli,-87.540352,41.547832,3159 191st Pl,Lansing,IL,60438,3767,COOK 
Dollar Tree 7039,-87.730301,42.040768,4101 Dempster St,Skokie,IL,60076,2152,COOK 
7-Eleven 33899B,-87.833939,41.814331,4200 1st Ave,Lyons,IL,60534,1030,COOK 
Stop & Shop 1,-87.850189,41.128059,1095 E Willow St,Kankakee,IL,60901,2551,KANKAKEE 
"Salt & Strings Butchery, Inc.",-88.502724,38.772739,133 N Church St,Louisville,IL,62858,1225,CLAY 
Tony's Fresh Market 1767,-88.06826,41.692211,271 S Bolingbrook Dr,Bolingbrook,IL,60440,2945,WILL 
Gold and Harlem Gas Station,-87.805649,42.055183,7153 Golf Rd,Morton Grove,IL,60053,1200,COOK 
Shell Gas And Food Mart,-87.907814,42.065701,680 N Wolf Rd,Des Plaines,IL,60016,1046,COOK 
Dollar General Store 17086,-88.58535,41.533199,106 W Rt 71,Newark,IL,60541,,KENDALL 
Dollar General Store 17330,-88.93779,38.438938,101 S Main St,Dix,IL,62830,1604,JEFFERSON 
Circle K 6728,-87.993271,41.860626,930 E Roosevelt Rd,Lombard,IL,60148,4788,DU PAGE 
Jewel Food Store 3061,-88.007278,42.243813,1150 N Maple Ave,Mundelein,IL,60060,,LAKE 
Moe's Deli And Lottery,-87.529854,41.61655,661 Wentworth Ave,Calumet City,IL,60409,4220,COOK 
Serrellis Finer Foods,-87.787064,41.909149,6454 W North Ave,Chicago,IL,60707,4031,COOK 
Target 3219,-87.593811,41.7995,1330 E 53rd St,Chicago,IL,60615,4002,COOK 
Circle K 6726,-88.203033,42.018894,851 Sutton Rd,Streamwood,IL,60107,2351,COOK 
CASEY'S GENERAL STORE 3516,-89.431885,42.04948,101 Hitt St,Mount Morris,IL,61054,1219,OGLE 
Marathon,-87.655739,41.7869,1224 W 59th St,Chicago,IL,60636,1903,COOK 
K&H Cornerstore,-87.796257,41.86134,1400 Kenilworth Ave,Berwyn,IL,60402,1236,COOK 
Seafood Junction,-87.779282,41.880028,132 Madison St,Oak Park,IL,60302,4241,COOK 
2nd Avenue Market Dba District Grocery,-90.575035,41.510983,1726 2nd Ave,Rock Island,IL,61201,8702,ROCK ISLAND 
Aldi 73,-88.157654,39.487526,2240 Shawnee Dr,Charleston,IL,61920,,COLES 
Austin Wine & Spirits,-87.756447,41.894901,5215 W Chicago Ave,Chicago,IL,60107,,COOK 
Speedway 7562,-87.994781,41.79652,5004 Fairview Ave,Downers Grove,IL,60515,3951,DU PAGE 
M & L Mart,-89.999405,38.516335,1300 W Main St,Belleville,IL,62220,1527,ST CLAIR 
FMB Indian Grocery,-88.030426,41.750607,1999 W. 75th Street,Woodridge,IL,60517,6051,DU PAGE 
Hari Om Grocers,-87.857872,42.039455,2628 Dempster St,Park Ridge,IL,60068,8404,COOK 
Sjwk Management Inc,-87.851837,41.834587,3100 Maple Ave,Brookfield,IL,60513,1237,COOK 
Brookfield Tobacco & Food,-87.844353,41.821644,8907 Burlington Ave,Brookfield,IL,60513,2034,COOK 
Schnucks 741,-89.619789,40.81255,10405 N Centerway Dr,Peoria,IL,61615,,PEORIA 
7-Eleven 30096D 30096,-87.713127,41.960506,4346 N Kimball Ave,Chicago,IL,60618,1102,COOK 
Cousins Meat Market Inc.,-87.871201,42.464638,4200 IL Route 173,Zion,IL,60099,4086,LAKE 
Fuel Star,-87.632339,41.756168,7602 S Vincennes Ave,Chicago,IL,60620,1607,COOK 
Bp Gas Station,-89.98391,38.502518,1 S Belt E,Belleville,IL,62220,2534,ST CLAIR 
Harsh Food,-90.19191,38.566078,599 Water St,East Saint Louis,IL,62206,1607,ST CLAIR 
Morgans Meat Market,-88.371063,39.489033,1401 Dewitt Ave,Mattoon,IL,61938,3008,COLES 
Family Dollar Store 11501,-87.751251,41.603046,5400 159th St,Oak Forest,IL,60452,3222,COOK 
"THE CORNER STORE, INC.",-89.228157,41.261974,202 S McCoy St,Granville,IL,61326,9332,PUTNAM 
Rosies Abarrotes,-87.680153,41.62973,14501 S Sherman Ave,Posen,IL,60469,1313,COOK 
Mimini's General Store,-89.219376,41.866302,602 Brown Ave,Ashton,IL,61006,9517,LEE 
Quick Stop,-89.417801,40.703224,802 Peoria St,Washington,IL,61571,2435,TAZEWELL 
Dollar General Store 17292,-88.433777,42.471622,12114 Highway 173,Hebron,IL,60034,9619,MCHENRY 
Amboy Food & Liquor,-89.329697,41.713905,242 E Main St,Amboy,IL,61310,1440,LEE 
Papa Murphy's IL070,-89.474541,41.829014,212 Keul Rd,Dixon,IL,61021,9646,LEE 
J & M Food Mart,-88.114319,41.505157,519 Moen Ave,Rockdale,IL,60436,2529,WILL 
Oakbrook Terrace Quik Shop GE1-116,-87.977837,41.860386,1 E Roosevelt Rd,Oakbrook Terrace,IL,60181,3513,DU PAGE 
Express Food & Liquor,-88.089806,42.371941,1306 N Cedar Lake Rd,Round Lake Beach,IL,60073,1804,LAKE 
Casey's General Store 1412,-89.183434,42.107075,105 N Rural St,Stillman Valley,IL,61084,,OGLE 
Army Trail Gas & Food Inc.,-88.042686,41.932938,2100 W Army Trail Rd,Addison,IL,60101,5614,DU PAGE 
One Stop Gas,-89.607765,40.690948,200 N Macarthur Hwy,Peoria,IL,61605,2179,PEORIA 
